ID_Produk,ID_Cabang,Jumlah_Stock,Tanggal_Update
440149,A0298,407,23/08/2024
550160,C0288,21,9/12/2024
660144,B0287,480,26/02/2025
110155,A0299,231,23/01/2025
220136,A0300,391,22/02/2025
220137,C0289,244,7/6/2024
550161,C0290,306,5/5/2024
660145,B0288,326,12/12/2024
660146,A0301,161,2/8/2024
660147,B0289,392,25/04/2024
440150,B0290,31,7/6/2024
550162,C0291,198,18/09/2024
110156,B0291,204,2/2/2025
220138,A0302,284,2/6/2024
440151,A0303,262,1/2/2025
110157,A0304,18,14/11/2024
440152,A0305,339,8/8/2024
660148,A0306,388,13/12/2024
550163,C0292,313,9/9/2024
110158,A0307,266,25/03/2024
330132,C0293,180,15/12/2024
660149,B0292,269,28/09/2024
550164,C0294,10,21/12/2024
660150,B0293,25,1/9/2024
660151,B0294,58,4/9/2024
330133,B0295,341,27/05/2024
550165,C0295,216,12/9/2024
440153,C0296,60,11/2/2025
330134,C0297,278,26/12/2024
440154,A0308,421,15/02/2025
660152,C0298,404,26/08/2024
220139,B0296,96,25/03/2024
330135,A0309,424,31/08/2024
440155,A0310,82,2/3/2024
330136,C0299,52,12/1/2025
220140,C0300,104,6/10/2024
330137,C0301,478,20/05/2024
330138,B0297,159,27/08/2024
440156,A0311,262,29/12/2024
220141,B0298,103,13/04/2024
440157,B0299,442,24/11/2024
660153,C0302,428,19/06/2024
220142,A0312,191,21/04/2024
550166,A0313,395,26/04/2024
440158,A0314,498,29/02/2024
660154,C0303,343,16/08/2024
110159,C0304,162,5/12/2024
550167,A0315,209,6/2/2025
220143,B0300,422,14/04/2024
660155,B0301,432,3/5/2024
220144,C0305,17,5/4/2024
220145,B0302,450,6/4/2024
220146,C0306,309,24/06/2024
110160,C0307,173,22/11/2024
110161,C0308,157,27/04/2024
660156,B0303,93,25/01/2025
110162,B0304,36,6/2/2025
330139,A0316,423,11/9/2024
660157,B0305,336,22/05/2024
110163,B0306,367,8/4/2024
220147,B0307,61,25/09/2024
550168,C0309,489,7/10/2024
440159,A0317,212,13/05/2024
330140,C0310,200,18/06/2024
220148,B0308,87,20/02/2025
220149,C0311,45,6/8/2024
330141,C0312,190,19/02/2025
110164,A0318,206,22/02/2025
330142,A0319,402,4/2/2025
440160,C0313,486,9/3/2024
440161,A0320,202,15/04/2024
550169,C0314,426,12/4/2024
220150,A0321,166,17/01/2025
330143,A0322,103,3/5/2024
330144,A0323,20,28/04/2024
660158,A0324,114,21/05/2024
660159,C0315,329,12/3/2024
550170,B0309,365,24/06/2024
220151,C0316,12,6/11/2024
440162,B0310,343,10/6/2024
330145,B0311,377,13/06/2024
220152,B0312,100,14/10/2024
440163,B0313,202,20/09/2024
440164,C0317,445,4/12/2024
220153,B0314,84,17/04/2024
550171,A0325,130,14/06/2024
440165,C0318,50,7/1/2025
660160,B0315,51,13/12/2024
220154,C0319,165,3/9/2024
440166,A0326,191,25/01/2025
550172,C0320,52,2/12/2024
660161,A0327,441,3/5/2024
550173,A0328,395,11/7/2024
660162,C0321,249,13/03/2024
440167,B0316,94,10/9/2024
660163,B0317,140,9/7/2024
220155,A0329,260,29/01/2025
220156,A0330,91,18/01/2025
330146,A0331,307,9/9/2024
660164,B0318,10,5/9/2024
440168,B0319,112,30/10/2024
220157,B0320,445,20/12/2024
660165,B0321,401,28/11/2024
220158,A0332,29,2/5/2024
550174,C0322,120,4/3/2024
550175,B0322,56,18/06/2024
440169,A0333,50,13/03/2024
440170,B0323,226,17/06/2024
660166,B0324,333,19/10/2024
440171,B0325,139,13/04/2024
440172,C0323,35,10/11/2024
330147,A0334,471,4/6/2024
110165,A0335,159,31/07/2024
330148,C0324,473,20/01/2025
660167,C0325,54,17/06/2024
550176,B0326,289,14/11/2024
330149,B0327,129,28/04/2024
330150,B0328,318,18/12/2024
660168,C0326,210,11/5/2024
330151,B0329,128,11/9/2024
440173,A0336,186,28/04/2024
110166,B0330,391,17/04/2024
660169,A0337,316,23/10/2024
550177,B0331,35,24/03/2024
660170,C0327,465,16/04/2024
330152,C0328,444,28/01/2025
220159,B0332,196,5/2/2025
440174,A0338,278,29/09/2024
220160,A0339,280,22/10/2024
550178,A0340,197,19/02/2025
