ID_Produk,ID_Cabang,Jumlah_Stock,Tanggal_Update
440149,A0298,407,2024-05-17
550160,C0288,21,2024-07-06
660144,B0287,480,2024-07-06
110155,A0299,231,2024-08-23
220136,A0300,391,2024-09-12
220137,C0289,244,2024-09-18
550161,C0290,306,2024-11-25
660145,B0288,326,2024-12-12
660146,A0301,161,2024-12-22
660147,B0289,392,2025-01-23
440150,B0290,31,2025-02-22
550162,C0291,198,2025-02-26
110156,B0291,204,2025-02-02
220138,A0302,284,2024-02-06
440151,A0303,262,2025-01-02
110157,A0304,18,2024-01-09
440152,A0305,339,2024-02-03
660148,A0306,388,2024-02-04
550163,C0292,313,2024-03-05
110158,A0307,266,2024-03-25
330132,C0293,180,2024-04-09
660149,B0292,269,2024-04-21
550164,C0294,10,2024-04-24
660150,B0293,25,2024-05-04
660151,B0294,58,2024-05-09
330133,B0295,341,2024-05-12
550165,C0295,216,2024-05-20
440153,C0296,60,2024-06-04
330134,C0297,278,2024-06-10
440154,A0308,421,2024-06-19
660152,C0298,404,2024-06-24
220139,B0296,96,2024-07-23
330135,A0309,424,2024-08-08
440155,A0310,82,2024-08-16
330136,C0299,52,2024-08-26
220140,C0300,104,2024-09-09
330137,C0301,478,2024-09-28
330138,B0297,159,2024-10-14
440156,A0311,262,2024-10-16
220141,B0298,103,2024-11-14
440157,B0299,442,2024-11-22
660153,C0302,428,2024-11-23
220142,A0312,191,2024-12-09
550166,A0313,395,2024-12-21
440158,A0314,498,2024-12-26
660154,C0303,343,2024-12-28
110159,C0304,162,2025-01-25
550167,A0315,209,2025-02-15
220143,B0300,422,2025-03-01
660155,B0301,432,2025-06-02
220144,C0305,17,2025-11-02
220145,B0302,450,2025-12-01
220146,C0306,309,2024-03-05
110160,C0307,173,2024-04-12
110161,C0308,157,2024-04-15
660156,B0303,93,2024-04-17
110162,B0304,36,2024-04-27
330139,A0316,423,2024-04-28
660157,B0305,336,2024-05-13
110163,B0306,367,2024-05-21
220147,B0307,61,2024-05-22
550168,C0309,489,2024-06-08
440159,A0317,212,2024-06-11
330140,C0310,200,2024-06-13
220148,B0308,87,2024-06-14
220149,C0311,45,2024-06-18
330141,C0312,190,2024-06-24
110164,A0318,206,2024-06-24
330142,A0319,402,2024-07-10
440160,C0313,486,2024-08-04
440161,A0320,202,2024-09-03
550169,C0314,426,2024-09-20
220150,A0321,166,2024-09-25
330143,A0322,103,2024-10-06
330144,A0323,20,2024-10-14
660158,A0324,114,2024-11-09
660159,C0315,329,2024-11-22
550170,B0309,365,2024-12-03
220151,C0316,12,2024-12-04
440162,B0310,343,2024-12-13
330145,B0311,377,2025-01-17
220152,B0312,100,2025-01-25
440163,B0313,202,2025-02-19
440164,C0317,445,2025-02-20
220153,B0314,84,2025-02-22
550171,A0325,130,2025-04-02
440165,C0318,50,2025-06-02
660160,B0315,51,2025-07-01
220154,C0319,165,2024-03-09
440166,A0326,191,2024-02-12
550172,C0320,52,2024-03-05
660161,A0327,441,2024-03-13
550173,A0328,395,2024-05-09
660162,C0321,249,2024-09-07
440167,B0316,94,2024-09-09
660163,B0317,140,2024-10-09
220155,A0329,260,2024-10-30
220156,A0330,91,2024-11-07
330146,A0331,307,2024-11-28
660164,B0318,10,2024-12-20
440168,B0319,112,2025-01-18
220157,B0320,445,2025-01-25
660165,B0321,401,2025-01-29
220158,A0332,29,2024-02-05
550174,C0322,120,2024-04-03
550175,B0322,56,2024-03-13
440169,A0333,50,2024-04-06
440170,B0323,226,2024-04-13
660166,B0324,333,2024-04-28
440171,B0325,139,2024-06-17
440172,C0323,35,2024-06-17
330147,A0334,471,2024-06-18
110165,A0335,159,2024-07-31
330148,C0324,473,2024-10-11
660167,C0325,54,2024-10-19
550176,B0326,289,2024-11-14
330149,B0327,129,2024-12-18
330150,B0328,318,2025-01-20
660168,C0326,210,2024-11-05
330151,B0329,128,2024-11-09
440173,A0336,186,2024-03-24
110166,B0330,391,2024-04-17
660169,A0337,316,2024-04-28
550177,B0331,35,2024-04-16
660170,C0327,465,2024-10-22
330152,C0328,444,2024-10-23
220159,B0332,196,2024-09-29
440174,A0338,278,2025-01-28
220160,A0339,280,2025-02-19
550178,A0340,197,2025-05-02
